Book_Name,Book_Price,Book_Author,Book_Rating,Book_release_date,Book_Image
"That Time I Got Reincarnated as a Slime, Vol. 8 (Light Novel)",0,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91ojUELOFxL._AC_UY218_.jpg
My Uncle Oswald,495,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81WHHWH-lDL._AC_UY218_.jpg
Mémés stories - Extremely funny Hilarious Jokers collection for everyone,243,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81UqgQrrDeL._AC_UY218_.jpg
The Art and Craft of Feature Writing: Based on The Wall Street Journal Guide,0,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71oYv-rVQpL._AC_UY218_.jpg
"Rage Comics - The Definitive Collection, Vol. 2 (400+ comics)",0,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/514BBG0NaTL._AC_UY218_.jpg
Asterix: Asterix and The Big Fight: Album 7,"2,499",,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/A1mVbEr-00L._AC_UY218_.jpg
"The Books of Clash Volume 2: Legendary Legends of Legendarious Achievery (Books of Clash, 2)",323,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91g1T2tdrdL._AC_UY218_.jpg
Chainsaw Man Box Set: Includes volumes 1-11,279,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81u8igOscKL._AC_UY218_.jpg
"The Ultimate Bathroom Reader: Interesting Stories, Fun Facts and Just Crazy Weird Stuff to Keep You Entertained on the Throne! (Perfect Gag Gift)",0,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91doPUIwquL._AC_UY218_.jpg
Rudolph the Red-Nosed Reindeer: A Critical Analysis,0,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/614MkqQJdNL._AC_UY218_.jpg
&quot;Dance First. Think Later&quot;: 618 Rules to Live By,0,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/719aK4WD0PL._AC_UY218_.jpg
Secrets of E.S.P.: Mind-Reading and Mentalism for Magicians and Mentalists (Magicians' Goldmine of Amazing and Funny Magic Tricks and Illusions Book 7),761,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81DA4IvxeGL._AC_UY218_.jpg
YOU'RE AWESOME AF - HERE'S A BOOK (BECAUSE IT'S NOT LIKE I'M GOING TO TELL YOU TO YOUR FACE),391,,,,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61XTyt3QQaL._AC_UY218_.jpg
Free Comic Book Day 2018: Avengers/Captain America #1,155,Jason Aaron,"14,152",09-May-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91GN7Bww3sL._AC_UY218_.jpg
Free Comic Book Day 2021: Spider-Man/Venom #1,"3,685.00",Anant Pai,"6,901",18-Aug-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/916rils+NoL._AC_UY218_.jpg
Tinkle Double Digest No. 153,509,Donny Cates,481,01-Dec-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61NTlzpK4ZL._AC_UY218_.jpg
Free Comic Book Day 2020 (Spider-Man/Venom) #1,155,Hajime Isayama,"9,211",05-Aug-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91BTZdo8jIL._AC_UY218_.jpg
Free Comic Book Day 2019 (Avengers/Savage Avengers) #1,99,Anant Pai,"5,704",08-May-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91cyJhyr6CL._AC_UY218_.jpg
Attack on Titan 1,0,PRAN KUMAR SHARMA,"8,483",19-Jun-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91k+L3q+25L._AC_UY218_.jpg
Tinkle Double Digest No. 155,0,Hajime Isayama,268,11-Oct-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71UQGwwUE7L._AC_UY218_.jpg
Krishna,0,Fred Van Lente,"1,209",01-Jan-70,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71ueBZbskGL._AC_UY218_.jpg
CHACHA CHAUDHARY AND TEMPLE THIEF: CHACHA CHAUDHARY COMICS,0,Nick Spencer,"2,345",17-Jun-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91ehKFyqBgL._AC_UY218_.jpg
Free Comic Book Day 2021: Avengers/Hulk #1,189,PRAN KUMAR SHARMA,"1,759",18-Aug-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/9172XF9PGML._AC_UY218_.jpg
Teen Titans Go! To Camp (2020) #4,407,Jeff Kinney,"1,143",18-Mar-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91a4DCopUfL._AC_UY218_.jpg
Attack on Titan Sampler,255,Paperback,"2,289",01-Sep-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81GgWmcj+jL._AC_UY218_.jpg
Free Comic Book Day 2019 (Spider-Man/Venom) #1,0,Audio CD,"6,971",08-May-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91fOrQLwGmL._AC_UY218_.jpg
Marvel Adventures Iron Man 1: Heart of Steel,0,Tom Taylor,"3,998",17-Oct-07,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41G8Bu-GCAL._AC_UY218_.jpg
"AMAZING SPIDER-MAN: WORLDWIDE VOL. 1 (The Amazing Spider-Man: Worldwide, 1)","2,718",Jeff Kinney,313,17-Jan-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/913glzzldNL._AC_UY218_.jpg
Sports Manga Essentials (Manga 101),0,Scott Snyder,415,19-Jul-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91HyheBdx0L._AC_UY218_.jpg
Free Comic Book Day 2018: Amazing Spider-Man/Guardians Of The Galaxy #1,0,Fabcaro,"10,368",09-May-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/A17Ohc-f6aL._AC_UY218_.jpg
Free Comic Book Day 2022: Spider-Man/Venom #1,309,John Ridley,"1,268",11-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/A13Fcie4zoL._AC_UY218_.jpg
Avatar Free Comic Book Day 2011 (Avatar: The Last Airbender),0,Paul Tobin,"3,462",21-Nov-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81fg9-E5b1L._AC_UY218_.jpg
CHACHA CHAUDHARY DIGEST 1: CHACHA CHAUDHARY,"1,582.00",Nadia Shammas,"1,083",17-Oct-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/914hhhmSmJL._AC_UY218_.jpg
Diary of a Wimpy Kid : Diper Ã–verlode,850,Jeff Kinney,"10,483",28-Oct-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91OLg1nFeqL._AC_UY218_.jpg
Free Comic Book Day 2020 (X-Men) #1,423,Art Spiegelman,"1,038",05-Aug-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91AtHP+FTfL._AC_UY218_.jpg
Diary of a Wimpy Kid Box Set - Books 1 -,389,Joshua Williamson,559,15-Nov-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/817dIguWe9L._AC_UY218_.jpg
DC Graphic Novels for Kids Sneak Peeks: Teen Titans Go! Roll With It! (2020-) #1,"1,178.00",Donny Cates,909,16-Jun-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91J+YCIaTsL._AC_UY218_.jpg
Tinkle Double Double Digest No. 17,0,Grant Morrison,3,05-Jul-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71rGnVY8U0L._AC_UY218_.jpg
The Batman Who Laughs (The Batman Who Laughs (2018-2019)),0,Alice Oseman,"6,192",03-Sep-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91Pv8pblBQL._AC_UY218_.jpg
Asterix Album 40: Asterix & the White Iris,"2,148",Geoff Johns,57,03-Nov-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81hhoP1QKGL._AC_UY218_.jpg
Free Comic Book Day 2023: Spider-Man/Venom #1,0,Shalini Srinivasan,399,10-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91BTl7-vcnL._AC_UY218_.jpg
Valmiki's Ramayana,0,Dan Parent,545,06-Sep-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81w+62ff+bL._AC_UY218_.jpg
Batman Special Edition (FCBD) #1: 2021 (Free Comic Book Day),230,Rajani Thindiath,"1,687",10-Aug-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/919sRIv9c7L._AC_UY218_.jpg
Previously In Marvel Comics Recap Guide #1 (Marvel Previews),0,Stan Lee,198,15-Jul-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91ollzDbNsL._AC_UY218_.jpg
One Piece Vol 1 Comic,0,Rajani Thindiath,43,01-Jan-03,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91BI10xwxhL._AC_UY218_.jpg
Marvel Adventures: Super Heroes (2010-2012) #1,0,Charles M. Schulz,"2,740",09-Jul-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91EEoSAXqDL._AC_UY218_.jpg
Tinkle 783,0,Archie Superstars,16,11-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81hXtOo594L._AC_UY218_.jpg
Free Comic Book Day 2022 All Ages (Dark Horse FCBD),0,Peppa Pig,536,11-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Jqq89PObL._AC_UY218_.jpg
Avengers: Disassembled (Avengers (1998-2004)),0,Bobby Timony,"1,029",05-Jan-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91IG-UbFVyL._AC_UY218_.jpg
Free Comic Book Day 2022: Avengers/X-Men #1,0,Jeph Loeb,"1,068",11-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91DrTOz9ldL._AC_UY218_.jpg
Free Comic Book Day 2022: Marvel's Voices #1,0,Joshua Williamson,639,11-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91QCUJdIfvL._AC_UY218_.jpg
Free Comic Book Day 2022 General (Dark Horse FCBD),99,Siddharth Tripathi,462,11-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91nDKosx77L._AC_UY218_.jpg
Chanakya,0,Anant Pai,"1,319",19-Feb-71,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51TRjJCLhVL._AC_UY218_.jpg
TINKLE 800,135,Tsugumi Ohba,12,20-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81yYgt9jFqL._AC_UY218_.jpg
Mahabharata,0,Anant Pai,"1,254",03-Jun-71,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51jit32MN1L._AC_UY218_.jpg
Free Comic Book Day 2023: Marvel’s Voices #1,99,Tom Taylor,248,10-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91vlODFhoIL._AC_UY218_.jpg
Tinkle 796,0,Anant Pai,10,04-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71IjCjBdH5L._AC_UY218_.jpg
Tinkle Double Double Digest No. 15,0,Mark Waid,9,11-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71sposUbpXL._AC_UY218_.jpg
Diary of a Wimpy Kid: The Box of Books (,0,Sui Ishida,41,07-Dec-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71oGhVguokL._AC_UY218_.jpg
Spidey And His Amazing Friends Free Comic #1 (Free Comic Book Day 2022),282,Dan Slott,771,11-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/911UjweQU9L._AC_UY218_.jpg
Chhota Bheem Kung Fu Dhamaka Movie - SneapPeak Free eBook,"1,231",Rajani Thindiath,"1,759",10-Apr-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81o7YCX9QbL._AC_UY218_.jpg
Free Comic Book Day 2019 (General) (Dark Horse FCBD),0,Herge,"1,511",08-May-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91oXdmdGynL._AC_UY218_.jpg
"The Complete MAUS [Paperback] Spiegelman, Art",0,Mike Mignola,"10,741",01-Jan-04,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71nXxfnNEcL._AC_UY218_.jpg
Dark Crisis #0 FCBD Special Edition 2022 (2022) #0 (Free Comic Book Day),0,Darren Aronofsky,"1,137",07-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91zZjcZTgkL._AC_UY218_.jpg
Ms. Marvel Infinite #1 (Ms. Marvel Infinite Comics),694,Hajime Isayama,"1,281",20-Mar-14,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91xCM9hPoZL._AC_UY218_.jpg
FCBD 2015: Secret Wars #0 (Secret Wars (2015-2016)),927,Aruna Balakrishna Singh,"1,972",02-Jun-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91qrMp2dQVL._AC_UY218_.jpg
Fortnite x Marvel - Nexus War: Thor #1,0,Robert Kirkman,"1,628",27-Aug-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91+R1LlW-mL._AC_UY218_.jpg
All-Star Superman,0,Kurtis J. Wiebe,"2,295",04-Dec-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81cPQQybh8L._AC_UY218_.jpg
Tinkle 785,0,Jeff Kinney,9,05-Mar-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81gCcztLK7L._AC_UY218_.jpg
Heartstopper #5: A Graphic Novel,0,Dan Slott,7,19-Dec-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71mJCkXKOaL._AC_UY218_.jpg
Tinkle 779,0,Archie Superstars,9,15-Aug-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71qHCcKcFtL._AC_UY218_.jpg
Flashpoint,"1,328",Rajani Thindiath,"4,156",08-Oct-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/A1xa0QYNTlL._AC_UY218_.jpg
Tinkle 778,0,Archie Superstars,9,01-Jul-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71tZa4NphgS._AC_UY218_.jpg
Free Comic Book Day 2023: Spidey & Friends #1,699,Rajani Thindiath,284,10-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81umehGsmOL._AC_UY218_.jpg
Free Comic Book Day 2023: Avengers/X-Men #1,412,Keisuke Itagaki,356,10-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91Qgx0t34-L._AC_UY218_.jpg
TINKLE DOUBLE DIGEST 7,0,Joshua Williamson,445,01-Dec-03,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81QfaYOtvUL._AC_UY218_.jpg
Tinkle 786,0,Anant Pai,9,05-Mar-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81kCTZ7PbrL._AC_UY218_.jpg
Tinkle Double Double Digest No .18,794,Rajani Thindiath,5,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41UgI6Db3sL._AC_UY218_.jpg
Tinkle Digest No. 1,0,Greg Pak,930,01-Jan-92,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71ij-dFKaxL._AC_UY218_.jpg
Avengers: Earth's Mightiest Heroes (2010) #1 (of 4),0,Anant Pai,"2,023",26-Jan-11,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/8166o1Sa4kL._AC_UY218_.jpg
Tinkle Double Digest No.188,0,Rajani Thindiath,71,01-Feb-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81NAEt2OxoL._AC_UY218_.jpg
Stories of Creation (Amar Chitra Katha),0,Rajani Thindiath,167,01-Jan-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/913ftL329uL._AC_UY218_.jpg
Free Comic Book Day 2010: Archie's Summer Splash (Free Comic Book Day: Archie),238,Dav Pilkey,"23,447",13-Jul-11,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61pv-gOJHAL._AC_UY218_.jpg
Suppandi And Friends Vol. 1 [Paperback] Rajani Thindiath,0,Tim Seeley,237,08-Aug-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71C7l7he+3L._AC_UY218_.jpg
Tinkle Double Digest No.198,290,Rajani Thindiath,7,01-Dec-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Wz3op684L._AC_UY218_.jpg
Board Book : Festivals of India - Cutout Board Books,90,Rajani Thindiath,633,22-Oct-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Y9Bgzg49L._AC_UY218_.jpg
Tinkle Double Digest No.190,183,Gege Akutami,16,01-Apr-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81rs+s-T50L._AC_UY218_.jpg
Horror & Suspense Manga Sampler (Kodansha Comics Digital Sampler),"4,480",Paul Tobin,11,26-Sep-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81XoGZLI1VL._AC_UY218_.jpg
Suppandi - India's Favourite Simpleton,"1,950",PRAN KUMAR SHARMA,79,10-May-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/514r-7ptabS._AC_UY218_.jpg
MARVEL MASTERWORKS: THE AMAZING SPIDER-MAN VOL. 1,99,Rajani Thindiath,"1,567",30-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91ZrGLDA+pL._AC_UY218_.jpg
Tintin Paperback Boxed Set 23 Titles,99,Randall Munroe,"1,745",05-Feb-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71NX2336WjL._AC_UY218_.jpg
Avengers vs. Thanos,87,Eiichiro Oda,714,05-Mar-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91-Fn-+Dx3L._AC_UY218_.jpg
SUPPANDI 48 (VOL- 3): SUPERCHARGED WITH FUN & LAUGHTER,229,Archie Superstars,162,01-Jan-92,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/917kek0teSL._AC_UY218_.jpg
Tinkle 781,94,Malini Saigal,16,05-Nov-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71exPox-zrL._AC_UY218_.jpg
The Complete Peanuts 1950-1952: Volume 1,199,DEV NADKARNI,982,18-Oct-07,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81ixgu09rLL._AC_UY218_.jpg
Archie Jumbo Comics Digest #343 (Archie Comics Double Digest),399,Rajani Thindiath,35,30-Aug-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91-O4NhPN1L._AC_UY218_.jpg
"Peppa Pig - My Best Little Library (12 Board Books Set) [Paperback] Pig, Peppa",84,Rajani Thindiath,335,10-Aug-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81I9cvg4bIS._AC_UY218_.jpg
DC League of Super-Pets FCBD Special Edition 2022 (2022) #1 (Free Comic Book Day),471,Masashi Kishimoto,506,07-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81d9M+Lty1L._AC_UY218_.jpg
Saraswati (Amar Chitra Katha),"2,407",Hajime Isayama,"1,001",01-Nov-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81q8WnCXl2L._AC_UY218_.jpg
Tirupati (Amar Chitra Katha),430,Kami Garcia,597,01-Jan-11,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71DNDlH08pL._AC_UY218_.jpg
Tinkle 772,766,Anant Pai,6,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81wKBZxPdJL._AC_UY218_.jpg
Hush (Batman),99,Garth Ennis,"1,867",18-Aug-09,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51-LIR2FeeL._AC_UY218_.jpg
Tinkle Digest No. 335,185,Darick Robertson,35,01-Nov-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81do9YxDLEL._AC_UY218_.jpg
Dawn of DC Knight Terrors FCBD Special Edition #1: 2023 (Free Comic Book Day),"9,242.00",Luis Fernandes,377,06-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91PuOcLUjHL._AC_UY218_.jpg
Tinkle 784,945,Luis Fernandes,17,11-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81ZvaevDBmL._AC_UY218_.jpg
Thanjavur (Amar Chitra Katha),81,Rajani Thindiath,872,01-Jan-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71z91kw---L._AC_UY218_.jpg
"unMIND, A Graphic Guide To Self-realization","1,170",Rajani Thindiath,234,01-May-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/7115IqSLReL._AC_UY218_.jpg
"Tinkle Specials: Happy Birthday, Aisha!",99,Rajani Thindiath,5,18-Mar-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71oxvuYiv8L._AC_UY218_.jpg
Tinkle Digest No. 59,115,Gege Akutami,6,01-Jan-96,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81x0dprKaIL._AC_UY218_.jpg
Suppandi 7 Fire Aware,599,Hajime Isayama,"1,249",01-Jan-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71GnqfwpWQL._AC_UY218_.jpg
Holiday Special 50,0,Peter Milligan,13,11-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81zz4wpTfAL._AC_UY218_.jpg
Andher Nagari and Other Stories: 5 in 1 (Amar Chitra Katha),0,PRAN KUMAR SHARMA,105,01-Jan-10,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71M-0w+kuHL._AC_UY218_.jpg
Ashwini Kumars (669),0,Rajani Thindiath,155,01-Jul-84,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71QyFWtUxHL._AC_UY218_.jpg
Death Note 01: Boredom: Volume 1,499,Luis Fernandes,"2,401",10-Oct-05,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81iDNjn-r3L._AC_UY218_.jpg
"Tinkle Digest Comics: Set of 7 Single Digest Books (Includes Tales of Tantri Mantri, Suppandi & Shambhu) | Assorted Collection",799,Lakshmi Seshadri,131,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51VSiY9-CML._AC_UY218_.jpg
"Palestine [Paperback] Sacco, Joe",0,Rajani Thindiath,338,02-Jan-03,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91JXKqQzsjL._AC_UY218_.jpg
Tinkle 777,0,Jody Houser,8,12-Jun-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81SO2610GnS._AC_UY218_.jpg
Kalidasa (Amar Chitra Katha),200,Hajime Isayama,144,01-Jan-79,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/712rIOt4AGL._AC_UY218_.jpg
Valmiki's Ramayana - Special Issue,0,Jim Davis,"1,164",01-Jan-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61ZfwQuDQzL._AC_UY218_.jpg
Dceased,0,Anant Pai,"4,734",26-Nov-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81Pe9RE+JvL._AC_UY218_.jpg
Bhanumati (Amar Chitra Katha),"1,099.00",PRAN KUMAR SHARMA,64,01-Jan-77,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71m0Y8OTkdL._AC_UY218_.jpg
"ULTIMATE SPIDER-MAN VOL. 1: POWER & RESPONSIBILITY (Ultimate Spider-man, 1)",820,Rajani Thindiath,"1,012",05-Aug-09,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81iESNnszjL._AC_UY218_.jpg
Hanuman,0,Dav Pilkey,983,01-Jan-71,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Wx8Spu4gL._AC_UY218_.jpg
Tinkle 782,0,Rajani Thindiath,89,07-Nov-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51wCz2wDqJL._AC_UY218_.jpg
Archie (2015-) #1,230,Shannon Hale,513,08-Jul-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/814Kn9mEGRL._AC_UY218_.jpg
The Horror Tales English,0,Tatsuya Endo,1,01-Jan-23,https://m.media-amazon.com/images/I/71AW+mW677L._AC_UY218_.jpg
TOKYO GHOUL 01,0,Robert Kirkman,"6,843",16-Jun-15,https://m.media-amazon.com/images/I/81gv-D-LqhL._AC_UY218_.jpg
